,id,member_id,loan_amnt,grade,desc
539,4307757,5490198,28800.0,F,  Borrower added on 04/12/13 > I will use this load to consolidate debt and help with cash flow for our successful small business.<br>
384,1031381,1260820,12000.0,C,  Borrower added on 11/18/11 > pay off credit cards<br>
799,1503418,1764957,16000.0,C,  Borrower added on 09/23/12 > Debt consolidation - credit cards<br><br> Borrower added on 09/23/12 > Tell your story. What is your loan for?<br><br>  Borrower added on 09/24/12 > Tell your story. What is your loan for?<br><br> Borrower added on 09/24/12 > Debt Consolidation<br>
917,456194,566312,24250.0,C,"  566312 added on 11/03/09 > Helping family with unexpected expenses.  Have not been late on any type of payment for over 10 years.  Have been civilian professional with the U.S. Army for 21 years, and will continue to work for the Army for many years to come.  I am also an adjunct professor for several Universities (for over 9 years at each)."
538,12495699,14507840,15000.0,B,  Borrower added on 02/25/14 > pay off credit cards<br>
778,747990,946988,9600.0,A,"  Borrower added on 05/06/11 > I am relocating to a new location for a job and will be needing funding for furnishings, computer, car repairs, etc so that I can go to work problem-free. The place I will be staying at will have no rent so that I will only need to pay for utilities so I will have very low monthly expenditures other than food, gas, and other basic expenses. I will have no problems at all paying off the monthly payments.<br/>"
876,1704767,1997579,16000.0,C,  Borrower added on 10/31/12 > personal<br><br> Borrower added on 10/31/12 > credit card debt<br><br> Borrower added on 10/31/12 > personal credit card debt<br>
472,174882,174855,9000.0,F,"I would like to consolidate my credit card debt and get rid of my credit cards and their high interest rates.  This loan would mean only one payment and more importantly, interest rate savings.  Please help me get rid of my credit cards!  Thanks."
971,12465478,14477617,28000.0,A,  Borrower added on 02/25/14 > We are working hard to reduce our debt and the affordable rates offered by P to P lending offer a big help to us accomplishing our goals.<br>
422,6125040,7607194,5375.0,C,"  Borrower added on 07/03/13 > I am applying for this loan to consolidate my debt. I had been unemployed for a bit, along with Sandy damage expenses , now that I am working I wanted to take care of some credit cards so I can get back on track. This loan would help me a great deal.<br>"
340,724727,919879,5000.0,A,  Borrower added on 04/09/11 > Loan is for the cost of personal medical needs and the pay off of current credit card balances.<br/>
323,9000900,10792413,24000.0,D,"  Borrower added on 11/19/13 > This loan is for me to finally begin a new life,to have some financial freedom to do some of the things that I always wanted to do. I will pay off all of my debt an free up some of my hard earned money.<br>"
290,598310,767910,10000.0,D,  Borrower added on 10/15/10 > This loan is a debt consolidation loan to better manage a collection of six credit lines that due to a string of emergencies in the past year have gotten difficult to manage in their separate debts. I would much rather settle this situation in 3 years or less instead of 7.<br/>
453,7704569,9406720,30000.0,B,  Borrower added on 10/02/13 > Put together all my debt in one place for easier payment<br><br> Borrower added on 10/02/13 > Very convenient. One place to pay !!! That's all<br>
549,12518321,14530438,10000.0,C,"  Borrower added on 03/03/14 > I need a loan for debt consolidation, to get my financial situation going in the right direction for the future.<br>"
661,2298371,2730793,26500.0,D,  Borrower added on 12/02/12 > debit consolidation<br>
286,6720073,8322393,6000.0,B,  Borrower added on 08/13/13 > I am looking to fix some issues with my pool.  I am due some money in the fall but wanted to make the investment now and pay the loan back early.  I've been at the same job for 13 years and have very good credit.  Thanks for your consideration.<br>
1000,3367157,4219745,14000.0,B,  Borrower added on 02/14/13 > Consolidating higher interest credit cards into one loan<br>
837,3350525,4153322,6000.0,C,"  Borrower added on 03/04/13 > i just want to get ahead of my debt, I make regular on time payments and just want a little help turning it into one simple payment.<br><br> Borrower added on 03/04/13 > I need the money to combine several payments into one, I know my credit is good and I have worked the same job for nearly 17 years, I can assure you that I am good candidate for this loan. I  worked hard to get and keep my credit at a good place. I just need a little help to lower my payments.thanks<br>"
921,1098758,1335359,11000.0,C,  Borrower added on 01/09/12 > I understand the importance of making payments on time and have not had a late payment in the past 7 years. I plan to use this money to pay off my credit debt. I have a secure job and sufficient income.<br>
544,505273,650989,8200.0,C,  Borrower added on 04/17/10 > my monthly budget is $1250.00<br/> Borrower added on 04/22/10 > 97 jaguar xj6 first toy  i thank all the members  if i dont get the loan so be it its time to look elsewere<br/>
559,10595977,12528039,13000.0,C,"  Borrower added on 01/13/14 > payoff discover, payoff walmart,  payoff us bank loc, payoff home depot<br>"
291,9685228,11537353,11000.0,A,  Borrower added on 12/08/13 > wanted to consolidate higher interest credit card debt used for animal vet bills. I have been employed at current job for 19 years.<br>
1018,1569853,1837432,1600.0,C,"  Borrower added on 09/26/12 > I am in desperate need of a root canal.  I have to pay the $1300 up front - which I do not have.  I also have to replace my car's timing belt, which is why I'm requeting more than the dental procedure.<br>"
780,8365139,10107257,5375.0,D,  Borrower added on 10/22/13 > I plan to used these funds for my wedding.<br>
37,6907127,8549141,3000.0,B,  Borrower added on 08/23/13 > BATHROOM &amp; LAUNDRY ROOM REPAIRS<br>
688,8494812,10246940,21000.0,A,  Borrower added on 10/26/13 > To pay off higher interest lines of credit<br>
865,9038072,10849969,16000.0,A,  Borrower added on 11/25/13 > To pay down credit card bills<br><br> Borrower added on 11/25/13 > PAY OFF CREDIT CARDS<br>
87,665143,844239,7000.0,A,Borrower added on 01/23/11 > After having this cc account in VERY good standing for a number of years at a fixed 6% they aren't even willing to negotiate anything better than their lousy 13.99 variable that I have been paying for over a year now.  I just want to pay off this debt at reasonable cost and move on.<br/>
752,3665448,4628497,20000.0,A,  Borrower added on 03/06/13 > To pay off short term loan commitments and lower overall interest charges.<br>
713,152844,152279,5000.0,D,"Going to be restoring the interior of an old house in need of drywall compounding and painting .  Loan will be used to purchase a used or new Graco GMAX 2 3900  spray machine or other spray machine in the same category of performance.  A large scaffold will also be rented out, along with spliting the cost for materials 50/50 such as drywall compound and paint with the customer. I Will be reimbursed for drywall material and paint once job is complete.) "
1078,765598,966513,9400.0,B,"  Borrower added on 05/22/11 > Consolidation of American Express Green &amp; Optima card debt.<br/> Borrower added on 05/23/11 > I'm not sure if potential investors can read this or care about it but here's a little more background. I acquired this debt a while back and I've carried it around, like baggage, for years. I want to put it behind me as quickly as I can. This loan is the way to do that. Paying this off, and making quick progress doing so, is a great weight off of my psyche and shoulders. Thanks for looking and, hopefully, believing in me!<br/>"
304,432558,514144,18000.0,D,"I have been planning to start my own journey. Getting funded from private investors. I am requesting amount of $18000 for 4month of my start up expenses. My fico score is 738 on July 15th 2009. In 14 years of credit history, never missed the payment. I have been managing my financial situation responsibly. I have been working in the industry over 15 years. I would like to introduce world something that I have learned and created.  My wife is supporting me to make this happen, she works part time while our daughter is in preschool. I have been working for the company about 10 years,  knowledge and experience and my supporters are my confidence. I hope that you can help me making it happen.  Thank you"
475,609802,782135,3000.0,D,"  Borrower added on 11/05/10 > going to pay off the loans that I have so I have one monthly payment.<br/>Working on my credit score to be over 700,its important,want to buy a house<br/>I dont have alt of debt for what I make<br/>My job is very stable, I work two jobs and have for two and a half years.My other part-time employment is with Starbucks.In Jan. I will be there three years<br/>"
197,5776451,7208616,4950.0,E,  Borrower added on 06/13/13 > Major purchases &amp; Medical Expenses.<br>
428,2370808,2833493,8400.0,D,  Borrower added on 12/10/12 > To pay off existing payday loans that have a much higher interest rate than you offer.<br>
280,1089989,1327083,11000.0,D,"  Borrower added on 01/02/12 > This will be used to consolidate credit card &amp; medical bills. I don't use credit cards any more and pay cash for everything. My expenses are $2100, less than 50% of my monthly income. With current interest rates it would take 15+ years to be debt free. Please, help me get my financial life back!<br>"
679,3383902,4307200,14000.0,B,  Borrower added on 03/21/13 > I will be paying off my Citibank card that has a higher interest rate.<br>
353,1488197,1747204,10500.0,B,  Borrower added on 08/17/12 > Tell your story. What is your loan for?<br><br> Borrower added on 08/17/12 > Tell your story. What is your loan for?<br><br> Borrower added on 08/17/12 > paying  my  creditcards<br>
630,609638,781941,22000.0,B,"  Borrower added on 11/09/10 > My wife and I are very dedicated to keeping good credit scores.  We have managed to keep our expenses low other than our cc's which we have built up over the 11 years we have been married.  With our expense low and good wages we have plenty of income remaining each month to pay down the debt but we have chosen to focus on building a nest egg and paying smaller payments towards cc's.  However, this is causing the balances to remain nearly flat.  We would like a fixed rate/payment with a set payoff date.  Thank you!<br/>"
326,1004227,1230637,14000.0,B,"  Borrower added on 10/27/11 > I purchased a rental property in 2006.  Every 5 years, the commercial lender requires a refinance.  Because of the housing market downturn, the lender did refinance the loan in January 2011, but is requiring a $20,000 principal paydown in 18 months.  This year, I have paid down $7,000 on the principal along with the monthly payments of $900.  The purpose of this loan is to pay the balance of the principal requirement now which will create a larger margin of cash flow for the next 3 years.  The property is not upside down.  I purchased it for $175,000 and owe $102,000.  They did not require an appraisal for the refinance.  All three units have been remodeled since I purchased the property.  One occupant has been with us since 2006.  The other 2 have lived there since 2007.  They are stable tenants and always pay their rent on time.<br/><br/>Some information about me:  I work full-time for an investment firm in their technology area.  I have been with this company for 10.5 years.  I also work part-time as a sales associate.  I am a hard worker, diligent and focused.  Your time and consideration in funding this loan is very much appreciated.  Thank you.<br/>"
425,12935932,14968131,32000.0,B,"  Borrower added on 03/14/14 > doing some home remodeling, adding outdoor kitchen to compliment the swimming pool area, getting ready for summer fun<br>"
850,7711489,1510735,11100.0,B,  Borrower added on 10/09/13 > Debt Consolidation getting rid of higher  interest rates<br>
190,379639,406276,3500.0,A,"I am investing in a family run business, this is the final portion to the investment of 15000"
220,12775999,14798138,5600.0,C,  Borrower added on 03/12/14 > Loan is for unexpected expense of furnace and hot water heater and some bill consolidation... Thank You<br>
902,1034970,1264572,12000.0,B,  Borrower added on 11/20/11 > pay off some dept<br><br> Borrower added on 11/20/11 > depts<br>
970,7905456,9627558,5000.0,C,"  Borrower added on 10/10/13 > i just wanted to pay one account instead of multiple accounts, it would be easier for me that way, thanks for the help<br>"
147,1546301,1812104,12000.0,B,"  Borrower added on 09/17/12 > Hello, This loan is for 2 credit cards used during a house renovation and tools used for on the job. This loan will reduce the amount of time taken to pay off the other loans due to higher APR and interest rates.<br>"
1059,6919875,6457832,30000.0,E,"  Borrower added on 08/27/13 > to pay off credit card debt, and only have 1 lump sum payment every month<br>"
882,8306197,10048261,20000.0,F,  Borrower added on 10/21/13 > I need to pay off all my credit cards and some of my husband's card.  Also I need to remodel my drive way and do a little landscaping to improve my equity<br>
860,9858248,11710081,10500.0,B,"  Borrower added on 03/04/14 > To consolidate credit card debts, get lower APR rate and pay off my debt faster.<br>"
492,3158100,3870483,15000.0,C,  Borrower added on 01/13/13 > Pay off my credit card debt.<br>
684,1569924,1837511,8325.0,C,  Borrower added on 09/27/12 > We are using our loan to finish our patio and to fund the remaining balance of our pool....<br>
166,1341262,1585824,6000.0,A,"  Borrower added on 06/22/12 > I intend to use these funds to better organize my finances and future budget. I have not been delinquent on any payment in over nine years and my budget is very reasonable. In this difficult economy my company is thriving and I am very stable in my career, allowing me to strive for success.<br>"
454,7071084,1555812,13600.0,E,  Borrower added on 09/06/13 > For credit card and personal loan debt consolidation.  Lowering my overall interest rate into one payment will help me get out of the debt faster and more cost effective.<br>
658,1479525,1738010,7200.0,B,"  Borrower added on 08/14/12 > Trying to pay off credit cards at a lower interest rate in order to save for a house down-payment.<br><br>  Borrower added on 08/16/12 > I am college-educated and employed in the high-tech sector, where there is much need for people with my skills. Furthermore, I have a monthly budget I follow very carefully and no other financial burdens such as car payments. I can do this! I just need some assistance consolidating my debt :)<br>"
946,7665593,9347702,4700.0,B,"  Borrower added on 09/30/13 > Hello, thank you for reading my loan application and considering funding <br>part or all of my loan.<br>I would like to consolidate my dept into one simple payment a month and hoping I can do it with Lending Club.<br>Thank you again fir your interest.<br>"
131,552080,711420,13000.0,B,  Borrower added on 07/23/10 > Just to be clear.  The amount is to pay off all cards in my name and my husbands name.  The total dollar amount to pay them all off is aprox. $12800.  He also has very good credit and neither of us have been late on any payments ever.<br/>
163,7926308,9648360,21000.0,A,  Borrower added on 10/13/13 > Just trying to consolidate some debt at a much lower rate.<br>
187,4394703,5626902,15000.0,B,"  Borrower added on 04/18/13 > Hello, basically it's to pay off my credit cards with high interest rates.  I acquired these cards with high interest rates, and would like to save some money and time by consolidating the debt into one payment.  I have a good job and credit history &amp; would like to save money and  have one payment.<br>"
503,9068004,10879906,12000.0,D,  Borrower added on 11/25/13 > I am wanting to get rid of credit card accounts and put into one payment<br>
548,812777,1019959,3050.0,A,"  Borrower added on 07/14/11 > I intend to use this to pay off my credit card. No matter how much extra I pay them each month, they still refuse to lower my APR. I pay them on time each month &amp; sometimes before the payment due date. I'm looking forward to paying this off as quickly as possible &amp; I know that will be possible with this lower APR. Thank you for your help!<br/> Borrower added on 07/14/11 > I intend to use this to pay off my credit card. No matter how much extra I pay them each month, they still refuse to lower my APR. I pay them on time each month &amp; sometimes before the payment due date. I'm looking forward to paying this off as quickly as possible &amp; I know that will be possible with this lower APR. Thank you for your help!<br/> Borrower added on 07/14/11 > I intend to use this to pay off my credit card. No matter how much extra I pay them each month, they still refuse to lower my APR. I pay them on time each month &amp; sometimes before the payment due date. I'm looking forward to paying this off as quickly as possible &amp; I know that will be possible with this lower APR. Thank you for your help!<br/>"
533,820748,1028989,9000.0,B,"  Borrower added on 07/18/11 > This Loan will be used to wipe out all of my debt, so in turn, I can have only one monthly(affordable) bill to pay. I have a credit score of 720, which is a result of my on time or before time payment of all my accounts. I have a stable job working within the New York City court System, which I have currently been doing for four years. Thank you.<br/>"
841,511853,661217,19200.0,B,"  Borrower added on 05/04/10 > This will be used to consolidate my higher interest rate credit cards (19% and 24%) and get them paid off.<br/><br/>I have a very secure job, an annual bonus of 20% of my salary, and can guarantee I will not default on this loan.<br/>"
714,8639225,4673530,25000.0,B,  Borrower added on 11/05/13 > Debt Consolidation<br>
755,620600,795396,17000.0,B,"  Borrower added on 12/24/10 > I have been a teacher in the NYC public schools for 8 years. I am a newly wed, and my husband and I are starting to talk about raising a family. I am hesitant to do any such thing while owing so much money that never seems to decrease no matter how frugal I've become, or how many extra hours I work. <br/><br/>The loan from lending tree will save me approximately $7,000 on interest, it will set up a realistic monthly payment, and have an end date to it. I have never been late on a payment, since I was granted credit in college at 18 years of age.<br/><br/>My debt has come from a variety of pleasures had in my youth. I saw credit as a way to attain things that were unattainable. It started with a coat here and shirt there, then quickly moved up to a means for traveling. I have gone to Paris, Cancun, Puerto Vallarta, Alcapulco, Bermuda, 4 Cruises, Miami, Dominican Republic, Puerto Rico, Ontario...and luckily I had the sense to stop once I moved out of my mom's apartment at 23.<br/><br/>I moved out of my two bedroom apartment, which I shared with my older brother, mother, baby brother, and grandmother. I could not bear to share a bedroom with my grandmother, after returning from a dorm at SUNY Stony Brook. So after 2 years back,  I went apartment hunting and furnished my apartment with everything a girl can dream of, with my $100,000 credit line from all the credit cards I had in my arsenal! Luckily I was smart enough not to cause irreparable damage (or was I?).<br/><br/>So here I am today in this mess of debt. Although I see a light at the end of the tunnel, I cannot imagine supporting a child when I am so stressed out about all the interest I am accumulating on top of what ever I owe. My youthful pleasures are keeping me from the adult experiences I should have had; such as a wedding, trips with my husband, and just overall sanity. I really want to get rid of this money I owe the right way, and continue to exhibit the integrity and self respect I was raised with.<br/>"
800,728842,923004,3000.0,A,"Borrower added on 04/12/11 > I have a full time job as a supervisor at Walmart Distribution Center and my wife and I own our swimming pool and spa buisness. We operate it from May until October each year. We are planning on paying this in full by October of this year, as we paid $5000.00 back in five months time last year. Thank you.<br/> Borrower added on 04/12/11 > We are using this loan as improvement purposes to our buisness, so it will make it more accessible to our customers for easy shopping. We have added new items to our store, so we needed to upgrade some things and build additions on, such as shelving and partitions.<br/> Borrower added on 04/13/11 > Our monthly budget for this buisness has been $4000.00. I just needed this extra amount to finish up some improvments. It will all be paid back in full. I just dont want to stretch it out over the three-year term. I was wanting to pay it all back in app. the six to seven months without penalty. I have also been full time at Walmart DC for 12 years if you needed to know that. I install pools on the three days that I have off from Walmart DC. My wife runs the buisness Monday thru Saturday. Thank you.<br/>"
864,1301575,1546363,14950.0,C,  Borrower added on 05/16/12 > These funds would be used to consolidate debt that I've been actively paying down at varying interest rates - after accounts are paid off with they will be closed. I have never made a late payment on any credit account. My monthly expenses are relatively low totaling $700 - $900/month.<br>
693,881078,1096141,4800.0,B,  Borrower added on 09/11/11 > I'm looking to pay off my car loan<br/>
482,1555316,1821784,20000.0,B,  Borrower added on 09/20/12 > For loan consodilation<br>
514,3217949,3960558,16300.0,B,  Borrower added on 01/20/13 > Simply consolidating my higher interest credit cards into one payment with a fixed 36 month payoff date.<br>
33,3161977,3874570,6000.0,C,"  Borrower added on 01/15/13 > This Loan is to help pay off my Credit Cards Faster to help prepare for a future home loan in 2014.  <br>Paying my Cards off now into a single loan will help boost my credit score, lower my overall debt interest rate, and make it possible to increase my chance of getting the loan I want.<br>"
532,11946456,13938630,5600.0,B,  Borrower added on 02/20/14 > I am consolidating credit cards.<br><br> Borrower added on 02/20/14 > I am consolidating my credit cards to lower my interest rate and to pay them off in 3 years. The current interest rates are too high. One of the cards is 25% and another card is 22%. This loan will help me out a great deal. My credit is good and I wish to keep it that way. This loan would be perfect<br>
1105,7371477,9033415,18000.0,B,  Borrower added on 09/23/13 > I've become very aware of the emotional and physical effects of debt on my family. This loan will allow my family and me to be FREE of the burden of debt. I've always been responsible and repaided my debts. We need to move forward and live a rewarding life. This loan will aide in my transition<br>
497,825763,1034584,6000.0,D,"  Borrower added on 07/25/11 > Funds will be towards the purchase of a 2010 Ducati motorcycle.  I will be using $2,000 of personal funds as a downpayment towards the purchase.<br/>"
395,8567914,10319877,9325.0,C,  Borrower added on 10/28/13 > Debt consolidation.<br><br> Borrower added on 10/28/13 > debt consolidation. I am not late on any of my bills. I would like some breathing room and this loan would do that. My job is very stable my employer has been around for a very long time.<br>
126,3921164,5015032,15000.0,B,  Borrower added on 03/26/13 > Debt consolidation<br>
90,1386791,1632276,35000.0,F,  Borrower added on 06/25/12 > I will use this loan to pay off credit cards and some other loans i have occured in the remodel of my house.<br>
56,6517361,8069441,15000.0,D,"  Borrower added on 07/23/13 > This loan is for a down payment assistance on a home, which I am buying.<br>"
359,482432,613698,16000.0,C,  Borrower added on 02/12/10 > Buying up bank up foreclosures and renting them out for 20-25% annual returns.<br/>
145,12886257,14908382,4200.0,C,  Borrower added on 03/12/14 > Debt Consolidation<br>
903,1522093,1785709,16000.0,B,  Borrower added on 09/05/12 > paying off credit cards<br><br>  Borrower added on 09/07/12 > install new roof and windows<br>
1028,846275,1057651,15000.0,A,"  Borrower added on 08/12/11 > I will use this loan to get rid of my high interest credit card debt.  I am a senior nursing student looking forward to graduation at the end of this year.  I've been working at a medical facility for 5+ yrs and my job is stable.  I used credit cards mainly to pay for tuition, books, and school related expenses since I never qualified for financial aid.  I am looking forward to a fresh start and a rewarding career.  Thank you in advance for your investment, you will help me achieve my goals in life.  Rest assured that your invesment will be life changing for me and I will forever be thankful.<br/>null"
617,1289766,1533918,8000.0,A,  Borrower added on 05/10/12 > I need to pay my credit cards.<br>
945,1626092,1898328,12000.0,B,  Borrower added on 10/19/12 > TO PAY OFF ALL MY CREDIT CARDS<br>
54,3157617,3869972,20000.0,E,  Borrower added on 01/12/13 > To pay off credit card debt<br>
608,6934661,8576806,35000.0,D,"  Borrower added on 08/20/13 > I am buying a piece of vacant land. The seller is financing 50% and I am filling out a 50% down payment with this loan. The intention is to pay off this loan then build with a construction loan. I have been a lender with LendingClub for several years, this is my first time borrowing. Thanks!<br>"
1025,9785952,4859107,27000.0,A,  Borrower added on 12/12/13 > This is for refinancing all my outstanding debt.<br>
1103,10172183,12023516,15000.0,B,  Borrower added on 01/06/14 > I am planning to pay off my Credit Cards and Truck Loan<br>
276,1605141,1876290,6250.0,D,  Borrower added on 10/10/12 > my loan is for my debt payments..1 for credit card and for medical bills.<br>
545,10638057,12510040,15000.0,B,  Borrower added on 01/16/14 > Vacation &amp; some home repairs<br>
344,7071687,8733320,10200.0,D,  Borrower added on 09/06/13 > Currently have multiple personal loans totaling $9350 and have been paying monthly payments of $552.  This loan will payoff balance and require less than $350/mo payment. Resulting in $200 in additional cash flow to pay down mortgage faster and become debt free within 8 years.<br>
125,820300,1028515,30000.0,E,  Borrower added on 07/19/11 > The loan is for debt consolidation resulting from starting a business.  My credit history is clear siince 1978.<br/>
293,10576471,12458510,14500.0,B,"  Borrower added on 01/14/14 > I would like to get a loan to pay off high interest rate debt like my credit cards.  I am making more the minimum payment each month, but most of my payments are going to interest.  The payments that I am making each month total more than the payment listed above.<br>"
34,9826871,11678807,26000.0,A,"  Borrower added on 12/15/13 > I am hereby requesting a loan to pay off my existing credit obligations which have been a challenge for me due to several situations in my life. Although I have made all my payments on time ,I can't seem to be making these amount decrease as quickly as I would like to.  Thanking you in advance.<br><br> Borrower added on 12/15/13 > I am requesting a loan to pay off my existing credit cards.I have a full time job and my credit payment is in good standing. My monthly budget is approximately $4,000.00 . I have had a few challenges recently and need assistance to reduce the stress I am experiencing at present. Thanks in advance.<br>"
781,9198185,11060167,16000.0,B,  Borrower added on 12/05/13 > I'm applying for this loan so I can pay off my credit card and auto loan debt. I'm getting married next year and I'm trying to erase as much of my debt as possible.<br>
449,3300004,4072749,18000.0,B,  Borrower added on 02/04/13 > I have never missed a bill in my life and have always paid on time. I can't wait until my credit cards are all paid off ! The rates on each card are very high and it makes more sense for me to get a loan that has a lower interest rate. Paying less interest will allow me to pay it off faster.<br>
647,10587573,12469581,18000.0,C,  Borrower added on 01/26/14 > I need to replace my roof on my home. I also have 2 credit cards that id like to consolidate<br>
990,445480,544135,5500.0,B,"I am looking to purchase a brand new 2008 Honda CRF 450R dirt bike, a total of $5300, almost half of the retail value. The reason for financing as opposed to paying cash is more of a financial security issue instead of necessity. I would feel more comfortable making a down payment of around $1000 and financing the rest in case of any unexpected expenses over the course of the next year. I plan to have the loan payed in full before the term of the loan expires, assuming a 36 month loan."
598,2300142,2732651,21500.0,A,  Borrower added on 12/03/12 > Looking for a company to reduce my debt without the complexity of traditonal bank lending<br>
490,1192880,1433264,21000.0,B,"  Borrower added on 03/15/12 > A year ago we began renovating our home using monthly cash flow and savings.  Now we are renovating our bathrooms.  Since this is a larger project and is something we cannot go without for a long period, we have decided to hire a contractor and get a loan to complete the bathrooms in a timely manner<br>"
351,484086,616223,7000.0,C, 
972,657556,840933,10000.0,B,"  Borrower added on 01/23/11 > i have excellent credit,my score is 791<br/>have never made a late payment that i know of<br/>have had same job for 31 years<br/>"
738,893619,1110766,6000.0,A,  Borrower added on 09/23/11 > i plan to use my funds by helping my grandma get the surgery that will save her life. am a good borrower because i never miss any payments. i am full time employee and my job is very stable. thanks for helping me save my grandma life.<br/>
700,1275607,1518877,15000.0,E,  Borrower added on 05/03/12 > Having this one payment comparing to my usual monthly payments will be easier and more affordable. Allowing me to pay the balance off sooner.<br>
547,1489011,1748289,10625.0,C,  Borrower added on 08/21/12 > My loan will be solely to pay off my credit card debt.  I just recently purchased a home and have acquired new bills.  This loan would really help me start a new.  All investments are greatly appreciated.<br>
433,785219,988495,4500.0,B,"  Borrower added on 06/14/11 > Buying a sole owner vehicle which has been well maintained not looking to get a new car loan at the moment.  Just something reliable and I have found the vehicle, thanks and have a wonderful day!<br/>"
0,3237462,3979968,12000.0,C,  Borrower added on 01/20/13 > Consolidate multiple credit card debt so as to have one easy payment.<br>
747,7065445,8727565,16750.0,A,  Borrower added on 08/30/13 > Debt consolidation so I can have one payment a month.<br>
312,1553741,1820203,27300.0,D,"  Borrower added on 11/28/12 > I am a hard working young man married that wonts to relieve my self of some extra debt.  Paying off debt has never been a problem,and this loan will help me to get rid of debt faster.<br>"
554,10765743,12657857,3825.0,C,  Borrower added on 01/20/14 > Consolidate debt at a lower rate and other house hold expenses<br>
479,2485268,2977485,10000.0,B,  Borrower added on 12/19/12 > In need of funding to payoff an existing high interest loan &amp; funding needed for shortage of property taxes due.<br>
281,2595426,3117647,9000.0,B,"  Borrower added on 01/12/13 > This loan will be used to refinance an existing loan, pay off major vehicle repairs, and pay for an upcoming deposit required for a new apartment rental. I am a good borrower because I have established excellent credit and have already started into my career. My monthly budget is $2,300<br>"
782,1817033,2119385,30000.0,E,  Borrower added on 11/07/12 > consolidate pay off a couple of credit card bills and other small bills and put them all in one payment and have some money to do some improvements on our house<br>
8,1252102,1494518,25000.0,D,  Borrower added on 04/17/12 > Pay off all credit cards/home improvment<br>
732,835357,1045279,20000.0,B,"  Borrower added on 07/30/11 > I'm trying to consolidate my debt into one monthly payment by which I will be saving interest applied to credit cards which I currently have, at this point, be completely debt free.<br/>"
1073,1096895,1333263,35000.0,F,  Borrower added on 01/06/12 > Consolidating loans and Credit card from 15% to 30% interest rate. I would like one single payment.<br>
167,1416537,1666765,8225.0,A,  Borrower added on 07/13/12 > to consolidate debts<br>
333,7052450,8714028,8500.0,C,"  Borrower added on 09/07/13 > My loan is to pay off credit card debt.  My car had to be repaired, I had a death in the family and had to buy plane tickets to go to the funeral.  I also moved recently and used my card to buy furniture. I used the credit card to pay for tuition and books last semester as well.<br>"
343,624353,789726,14000.0,A,"Borrower added on 11/15/10 > This loan is to refinance 2 outstanding loans, one at a rate of 14.42% and one at 21.99%.  This will successfully get me out of debt in less than 3 years at a huge savings!<br/>"
18,369968,378297,4000.0,D,Pay off credit cards that have raised their rates and dropped their limits. These are the only cards I have. I would much rather pay someone a good interest rate then give these credit card companies any more money. 
906,1213440,1454631,10500.0,C,"  Borrower added on 04/09/12 > this is to start a photo booth company in the central florida area. the area has an above average number of weddings every weekend, due to the beaches, weather, and tourism industry. I'd like to utilize this to my advantage.<br>thank you in advance.<br>"
181,1147196,1388228,22000.0,C,"  Borrower added on 03/09/12 > I have worked for the same company for 20 years and have never called in sick.<br><br>  Borrower added on 03/10/12 > There is no chance of me being fired, layed off or sick.   I work, and I will pay this loan back.<br>"
1019,3485785,4368093,30000.0,A,  Borrower added on 02/23/13 > To consolidate credit card debt which is at a higher interest rate<br>
989,1186546,1428126,7000.0,C,  Borrower added on 03/11/12 > Credit card consolidation loan<br>
350,3106804,3779221,28000.0,A,  Borrower added on 01/09/13 > Consolidate higher rate debt<br>
973,1826020,2128317,10000.0,D,  Borrower added on 11/04/12 > MY OFFICE PROVIDED ACCOMMODATION FOR OUR FAMILY'S DREAM TRIP TO PARIS.  WE ONLY NEED TO PAY FOR OUR AIRFARE.  THIS LOAN WILL GIVE US OUR FAMILY'S DREAM TRIP AND ON TOP OF THIS WE WILL TAKE THE TRIP THIS CHRISTMAS.  THIS WILL BE A WONDERFUL CHRISTMAS GIFT TO US THAT WE WILL ALWAYS CHERISH.<br>
196,403199,448420,16000.0,B," In order to pay off/down other existing loans I had, I withdrew money that is now being taxed.  I need this loan to pay that tax bill."
900,607320,779112,13750.0,C,"  Borrower added on 11/01/10 > I am a 29 year old Stockbroker working as an the assistant to the President of a large independent firm. I would like to use these funds to consolidate debt that I accumulated during the time I was off work to complete schooling. <br/><br/>Evident in my credit report is my consistent and timely payment history. As a financial professional, I know the importance of consolidation to a fixed loan to paying off credit card debt. I have NEVER had delinquencies of any kind added to my credit record, and currently have approximately $11,000 in open revolving credit available to me. I simply no longer want revolving debt. One of my cards' APR is approaching 19%, despite my solid payment history. I am reaping punishment for the poor payment history of others.<br/><br/>I have no rent or mortgage payment, as I currently live in my family home. Aside from this loan, I am only obligated to pay some utilities and extras such as cellular phone service. I have life insurance that would cover my debts in the case of my death. <br/><br/>I have had unsecured fixed loans in the past (the greatest being $15,000 @ 36 mo term) that I have both paid timely and in full. You will see this on my credit report. <br/><br/>I appreciate your consideration and look forward to doing business with you.<br/>"
328,693993,884859,5000.0,A,"  Borrower added on 03/06/11 > I'm finishing up a remodel for an apartment I own with my mother in a LLC and $5,000 will finish the kitchen and bathroom improvements so we can rent it out in a couple of months. We own two other apartments that are currently rented with year leases.<br/> Borrower added on 03/06/11 > I need $5,000 to finish kitchen and bathroom improvements in an apartment I own with my mother in a LLC so I can rent it out in a couple of months. We own two other apartments that are currently rented with year leases.<br/>"
